taxonomy,level,code,label,year,n_children,daioe_allapps,daioe_stratgames,daioe_videogames,daioe_imgrec,daioe_imgcompr,daioe_imggen,daioe_readcompr,daioe_lngmod,daioe_translat,daioe_speechrec,daioe_genai,pct_rank_allapps,pct_rank_stratgames,pct_rank_videogames,pct_rank_imgrec,pct_rank_imgcompr,pct_rank_imggen,pct_rank_readcompr,pct_rank_lngmod,pct_rank_translat,pct_rank_speechrec,pct_rank_genai
ssyk2012,1,1,Managers,2011,7,0.43598785321428574,0.16309457303571429,,0.030513792982142855,,,,,,0.008250621380357143,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,,,,,,0.7777777777777778,
ssyk2012,1,1,Managers,2012,7,0.6584377907142857,0.17629602035714287,,0.078452211125,,,,0.0005477050010714285,,0.021388764767857144,0.0005477050010714285,0.6666666666666666,0.6666666666666666,,0.6666666666666666,,,,0.7777777777777778,,0.7777777777777778,0.7777777777777778
ssyk2012,1,1,Managers,2013,7,2.9210146821428573,0.18949746767857142,1.1310010660714285,0.11125147905357144,,,,0.0015307517808928572,,0.034526908410714284,0.0015307517808928572,0.2222222222222222,0.6666666666666666,0.1111111111111111,0.6666666666666666,,,,0.7777777777777778,,0.7777777777777778,0.7777777777777778
ssyk2012,1,1,Managers,2014,7,4.831857146428571,0.2026989123214286,1.804139325,0.14546385250000002,,,0.0033461792732142857,0.013266873375,,0.044049045660714284,0.013266873375,0.2222222222222222,0.6666666666666666,0.1111111111111111,0.6666666666666666,,,0.7777777777777778,0.7777777777777778,,0.7777777777777778,0.7777777777777778
ssyk2012,1,1,Managers,2015,7,8.615595517857143,0.21708361517857142,2.4772775607142856,0.1839801251785714,,0.027156450089285713,0.005622892269642857,0.024023470321428573,0.003389492335714286,0.23496358267857143,0.0853125255,0.4444444444444444,0.6666666666666666,0.1111111111111111,0.6666666666666666,,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778
ssyk2012,1,1,Managers,2016,7,13.802185249999999,0.269508245,2.6684656410714287,0.18803616410714286,0.049611113500000005,0.35172586535714284,0.1472435855892857,0.03993148228571429,0.009603807403571429,0.2661087555357143,0.5692917039285714,0.6666666666666666,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778
ssyk2012,1,1,Managers,2017,7,14.364455142857143,0.2713007939285714,2.6857234339285716,0.20939235375,0.06844799923214286,0.3517757475,0.15126744271428572,0.042743223410714286,0.013868439935714285,0.2770794246428571,0.57290122,0.6666666666666666,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778
ssyk2012,1,1,Managers,2018,7,16.84686880357143,0.27145103339285714,3.0768864482142857,0.221797365,0.06848318917857142,0.4159516180357143,0.1590019878392857,0.10147601032142858,0.019201455155357143,0.30480415160714286,0.8184186753571429,0.6666666666666666,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778
ssyk2012,1,1,Managers,2019,7,22.010802410714287,0.27152985214285713,3.8695951125,0.2914270128571429,0.07390197280357143,0.4639375260714286,0.21413619464285713,0.14544858139285716,0.03714343519642858,0.3633028969642857,1.0021139083928572,0.6666666666666666,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778
ssyk2012,1,1,Managers,2020,7,24.66702564285714,0.27156790339285714,3.8939144249999997,0.3561675935714286,0.08779046892857142,0.5574582903571429,0.21705552214285714,0.35769597446428575,0.04104923755357143,0.40903324535714286,1.5892474505357141,0.6666666666666666,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778
ssyk2012,1,1,Managers,2021,7,27.083586107142857,0.2716549469642857,3.8976226517857144,0.42112029714285715,0.15539417000000003,0.7173212099999999,0.22926265357142858,0.4293629110714286,0.04278254160714286,0.4317678975,2.0345384482142856,0.6666666666666666,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778
ssyk2012,1,1,Managers,2022,7,29.677016982142856,0.2716550294642857,3.9090143053571427,0.43513156910714285,0.17720900267857145,0.7500214760714286,0.2718715639285714,0.8414961849999999,0.043622090125,0.46429114517857145,2.711212894642857,0.6666666666666666,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778
ssyk2012,1,1,Managers,2023,7,33.40991817857143,0.2716551135714286,3.9120042375,0.4379186228571429,0.24153594410714288,0.7533297451785714,0.4449166123214286,1.0910102919642857,0.04411054010714286,0.7966805953571429,3.0214130267857144,0.6666666666666666,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778
ssyk2012,1,2,Occupations requiring advanced level of higher education,2010,6,0.28508679265486725,0.09067820018584072,,0.027993538300884958,,,,,,0.004343230637168141,,0.8888888888888888,1.0,,0.8888888888888888,,,,,,0.8888888888888888,
ssyk2012,1,2,Occupations requiring advanced level of higher education,2011,6,0.4771350731858407,0.18045073838938053,,0.033330291663716816,,,,,,0.008686461259292035,,0.8888888888888888,1.0,,0.8888888888888888,,,,,,0.8888888888888888,
ssyk2012,1,2,Occupations requiring advanced level of higher education,2012,6,0.7182796337168141,0.19505705230088496,,0.08569354301769912,,,,0.0005920531394690265,,0.022518629142477875,0.0005920531394690265,0.8888888888888888,1.0,,0.8888888888888888,,,,0.8888888888888888,,0.8888888888888888,0.8888888888888888
ssyk2012,1,2,Occupations requiring advanced level of higher education,2013,6,3.2336652088495574,0.20966336831858406,1.271976834159292,0.12152026538938053,,,,0.0016546980434513274,,0.03635079707964602,0.0016546980434513274,0.5555555555555556,1.0,0.2222222222222222,0.8888888888888888,,,,0.8888888888888888,,0.8888888888888888,0.8888888888888888
ssyk2012,1,2,Occupations requiring advanced level of higher education,2014,6,5.350138722123893,0.2242696824778761,2.0290196699115044,0.15889052625663716,,,0.0036699331654867252,0.014341102827433628,,0.04637594230088495,0.014341102827433628,0.5555555555555556,1.0,0.2222222222222222,0.8888888888888888,,,1.0,0.8888888888888888,,0.8888888888888888,0.8888888888888888
ssyk2012,1,2,Occupations requiring advanced level of higher education,2015,6,9.486693084955752,0.24018517044247786,2.78606250619469,0.2009619427522124,,0.0294377710619469,0.006166925730973451,0.025968670490265487,0.0035916826353982302,0.24737556584070794,0.09226689756637169,0.7777777777777778,1.0,0.2222222222222222,0.8888888888888888,,1.0,1.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,1.0
ssyk2012,1,2,Occupations requiring advanced level of higher education,2016,6,15.143313934513273,0.2981887149557522,3.0010815548672567,0.20539236561061947,0.053601364115044244,0.3812731699115044,0.16148989088495577,0.043164767469026546,0.0101766946539823,0.28016598238938056,0.616268703539823,0.8888888888888888,1.0,0.2222222222222222,0.8888888888888888,0.8888888888888888,1.0,1.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,1.0
ssyk2012,1,2,Occupations requiring advanced level of higher education,2017,6,15.753849835398231,0.30017201831858403,3.02049046460177,0.22871978212389382,0.07395331198230089,0.38132723884955755,0.16590307047787609,0.046204177796460175,0.014695721538938054,0.2917161814159292,0.6201698503539823,0.8888888888888888,1.0,0.2222222222222222,0.8888888888888888,0.8888888888888888,1.0,1.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,1.0
ssyk2012,1,2,Occupations requiring advanced level of higher education,2018,6,18.47038527256637,0.3003382488495575,3.4604107424778765,0.24226980725663716,0.07399133248672565,0.4508943042477876,0.17438595894690267,0.10969260732743362,0.02034686228141593,0.3209054668141593,0.8856329504424779,0.8888888888888888,1.0,0.2222222222222222,0.8888888888888888,0.8888888888888888,1.0,1.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,1.0
ssyk2012,1,2,Occupations requiring advanced level of higher education,2019,6,24.123949707964602,0.30042545814159294,4.351928108849558,0.31832644442477875,0.07984595221238938,0.5029113503539824,0.23485458036283186,0.15722567330088497,0.039359119654867256,0.3824944176991151,1.0842513163716814,0.8888888888888888,1.0,0.2222222222222222,0.8888888888888888,0.8888888888888888,1.0,1.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,1.0
ssyk2012,1,2,Occupations requiring advanced level of higher education,2020,6,26.99750911504425,0.30046755637168143,4.379278748672567,0.38904274442477876,0.09485150936283186,0.6042884767256637,0.23805636399115046,0.3866589146902655,0.04349791092035399,0.4306404745132743,1.7189135846902655,0.8888888888888888,1.0,0.2222222222222222,0.8888888888888888,0.8888888888888888,1.0,1.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,1.0
ssyk2012,1,2,Occupations requiring advanced level of higher education,2021,6,29.611721849557522,0.30056386486725667,4.383449186725664,0.45999074238938054,0.1678926151061947,0.7775809408849558,0.2514445738053097,0.46412878522123896,0.04533461024778761,0.4545760885840708,2.2005207054867255,0.8888888888888888,1.0,0.2222222222222222,0.8888888888888888,0.8888888888888888,1.0,1.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,1.0
ssyk2012,1,2,Occupations requiring advanced level of higher education,2022,6,32.4182614159292,0.3005639581415929,4.396260767256637,0.47529528761061945,0.19146202699115045,0.8130282545132744,0.2981760392035398,0.9096328348672567,0.0462242389380531,0.48881737823008853,2.9318414920353986,0.8888888888888888,1.0,0.2222222222222222,0.8888888888888888,0.8888888888888888,1.0,1.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,1.0
ssyk2012,1,2,Occupations requiring advanced level of higher education,2023,6,36.43596036283186,0.30056404964601774,4.399623371681416,0.4783395934513274,0.26096282486725664,0.8166144428318584,0.4879637681415929,1.1793502943362832,0.046741827115044245,0.8387653452212389,3.2671084300884954,0.8888888888888888,1.0,0.2222222222222222,0.8888888888888888,0.8888888888888888,1.0,1.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,1.0
ssyk2012,1,3,Occupations requiring higher education qualifications or equivalent,2010,5,0.27079448298507464,0.08609162943283581,,0.027129380402985074,,,,,,0.003937521734328358,,0.7777777777777778,0.7777777777777778,,0.7777777777777778,,,,,,0.6666666666666666,
ssyk2012,1,3,Occupations requiring higher education qualifications or equivalent,2011,5,0.45243431746268653,0.17132340499999998,,0.03230138879104478,,,,,,0.007875043462686568,,0.7777777777777778,0.7777777777777778,,0.7777777777777778,,,,,,0.6666666666666666,
ssyk2012,1,3,Occupations requiring higher education qualifications or equivalent,2012,5,0.6794777335820895,0.18519092059701495,,0.08304819294029851,,,,0.0004942346032835821,,0.020415123749253732,0.0004942346032835821,0.7777777777777778,0.7777777777777778,,0.7777777777777778,,,,0.6666666666666666,,0.6666666666666666,0.6666666666666666
ssyk2012,1,3,Occupations requiring higher education qualifications or equivalent,2013,5,3.3068858417910447,0.19905843746268656,1.3871611388059701,0.11776894697014925,,,,0.0013813101801492538,,0.03295520407462687,0.0013813101801492538,0.6666666666666666,0.7777777777777778,0.5555555555555556,0.7777777777777778,,,,0.6666666666666666,,0.6666666666666666,0.6666666666666666
ssyk2012,1,3,Occupations requiring higher education qualifications or equivalent,2014,5,5.456572613432836,0.21292595313432836,2.212758246268657,0.15398559107462687,,,0.0030130540149253733,0.011971677971641791,,0.0420438831641791,0.011971677971641791,0.6666666666666666,0.7777777777777778,0.5555555555555556,0.7777777777777778,,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666
ssyk2012,1,3,Occupations requiring higher education qualifications or equivalent,2015,5,9.519324644776118,0.22803642373134328,3.038355362686567,0.19475826879104477,,0.02646837552238806,0.005063111323880597,0.021678148774626867,0.0030719067074626866,0.2242677725970149,0.08004323240298508,0.8888888888888888,0.7777777777777778,0.5555555555555556,0.7777777777777778,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
ssyk2012,1,3,Occupations requiring higher education qualifications or equivalent,2016,5,14.757518141791044,0.2831061047761194,3.2728455417910447,0.19905192253731344,0.049939750194029846,0.34281404686567163,0.1325849103880597,0.03603312074626866,0.008703958607462687,0.2539951789552239,0.5448453862686566,0.7777777777777778,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
ssyk2012,1,3,Occupations requiring higher education qualifications or equivalent,2017,5,15.33051087313433,0.28498909059701494,3.2940120104477613,0.2216592285074627,0.06890141679104478,0.342862663880597,0.13620817780597014,0.03857036208955224,0.012569007523880597,0.2644664531343283,0.5481301495522388,0.7777777777777778,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
ssyk2012,1,3,Occupations requiring higher education qualifications or equivalent,2018,5,17.942097746268658,0.28514691507462686,3.7737694537313433,0.23479096223880597,0.06893683989552238,0.405412482238806,0.14317271953731345,0.09156928664179105,0.017402334602985074,0.2909291167164179,0.7782560673134328,0.7777777777777778,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
ssyk2012,1,3,Occupations requiring higher education qualifications or equivalent,2019,5,23.39191705970149,0.2852297107462687,4.7460184731343285,0.3084997380597015,0.07439151904477612,0.45218255417910447,0.19281809702985075,0.13124897780597014,0.03366320373134329,0.3467649331343283,0.9504332491044776,0.7777777777777778,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
ssyk2012,1,3,Occupations requiring higher education qualifications or equivalent,2020,5,25.998325179104476,0.2852696804477612,4.775845823880597,0.37703302940298505,0.08837201665671642,0.5433337432835821,0.19544679359701492,0.3227754543283582,0.03720304388059702,0.3904135852238806,1.49604516119403,0.7777777777777778,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
ssyk2012,1,3,Occupations requiring higher education qualifications or equivalent,2021,5,28.364396746268657,0.2853611176119403,4.780393925373134,0.44579087373134324,0.1564235453432836,0.6991461507462686,0.20643865876119402,0.38744581716417914,0.03877394243283582,0.4121133286567164,1.9162863891044777,0.7777777777777778,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
ssyk2012,1,3,Occupations requiring higher education qualifications or equivalent,2022,5,30.839851910447763,0.28536120552238803,4.79436567761194,0.460622968358209,0.17838288213432835,0.7310178867164179,0.2448056845373134,0.759344058358209,0.039534827014925375,0.44315607417910446,2.5367102432835824,0.7777777777777778,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
ssyk2012,1,3,Occupations requiring higher education qualifications or equivalent,2023,5,34.364291611940295,0.2853612955223881,4.798032797014925,0.46357329253731344,0.24313594597014926,0.734242332238806,0.4006234164179105,0.9844990253731343,0.03997751116417911,0.7604147847761195,2.8187088074626865,0.7777777777777778,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
ssyk2012,1,4,Administration and customer service clerks,2010,4,0.2899370613636364,0.08933970795454546,,0.028294623363636362,,,,,,0.005159800381818181,,1.0,0.8888888888888888,,1.0,,,,,,1.0,
ssyk2012,1,4,Administration and customer service clerks,2011,4,0.48551801136363637,0.17778712181818182,,0.03368877636363637,,,,,,0.010319600804545455,,1.0,0.8888888888888888,,1.0,,,,,,1.0,
ssyk2012,1,4,Administration and customer service clerks,2012,4,0.7375366577272726,0.19217783136363636,,0.08661522199999999,,,,0.0006025333486363636,,0.026752350681818183,0.0006025333486363636,1.0,0.8888888888888888,,1.0,,,,1.0,,1.0,1.0
ssyk2012,1,4,Administration and customer service clerks,2013,4,3.4299068045454546,0.20656854681818182,1.3731630318181818,0.122827282,,,,0.0016839886154545456,,0.043185100500000004,0.0016839886154545456,1.0,0.8888888888888888,0.4444444444444444,1.0,,,,1.0,,1.0,1.0
ssyk2012,1,4,Administration and customer service clerks,2014,4,5.672182627272727,0.22095925863636365,2.1904288863636365,0.16059948045454545,,,0.0035194238909090907,0.014594961927272727,,0.05509507081818182,0.014594961927272727,1.0,0.8888888888888888,0.4444444444444444,1.0,,,0.8888888888888888,1.0,,1.0,1.0
ssyk2012,1,4,Administration and customer service clerks,2015,4,10.090037645454546,0.23663981818181815,3.007694731818182,0.20312339499999998,,0.02656525427272727,0.005914011163636364,0.026428354363636365,0.0039501888863636364,0.29388458045454546,0.08834920531818181,1.0,0.8888888888888888,0.4444444444444444,1.0,,0.7777777777777778,0.8888888888888888,1.0,1.0,1.0,0.8888888888888888
ssyk2012,1,4,Administration and customer service clerks,2016,4,15.752225136363636,0.2937871731818182,3.2398186499999997,0.20760147,0.05413535354545454,0.34406880409090906,0.1548669525,0.04392884690909091,0.011192488277272728,0.33283991545454544,0.5719967604545455,1.0,0.8888888888888888,0.4444444444444444,1.0,1.0,0.7777777777777778,0.8888888888888888,1.0,1.0,1.0,0.8888888888888888
ssyk2012,1,4,Administration and customer service clerks,2017,4,16.391392090909093,0.29574120545454546,3.2607715090909086,0.23117978545454546,0.07469005177272726,0.34411759863636365,0.1590991417272727,0.0470220595909091,0.01616258515909091,0.34656166272727273,0.5759134572727272,1.0,0.8888888888888888,0.4444444444444444,1.0,1.0,0.7777777777777778,0.8888888888888888,1.0,1.0,1.0,0.8888888888888888
ssyk2012,1,4,Administration and customer service clerks,2018,4,19.215159545454547,0.29590498772727275,3.735687618181818,0.2448755481818182,0.07472845145454544,0.40689635863636364,0.16723413372727272,0.11163432704545455,0.022377797727272726,0.38123882000000003,0.8303064354545455,1.0,0.8888888888888888,0.4444444444444444,1.0,1.0,0.7777777777777778,0.8888888888888888,1.0,1.0,1.0,0.8888888888888888
ssyk2012,1,4,Administration and customer service clerks,2019,4,25.121251136363636,0.2959909045454545,4.698125495454545,0.3217502140909091,0.08064139577272728,0.4538376236363636,0.22522284772727275,0.16000879813636362,0.04328777559090909,0.4544070959090909,1.0206458831818181,1.0,0.8888888888888888,0.4444444444444444,1.0,1.0,0.7777777777777778,0.8888888888888888,1.0,1.0,1.0,0.8888888888888888
ssyk2012,1,4,Administration and customer service clerks,2020,4,28.056502090909092,0.29603238136363635,4.727651863636364,0.3932271045454545,0.09579644186363635,0.5453224463636364,0.22829331818181817,0.3935033431818182,0.04783968286363637,0.5116050831818182,1.6370721377272728,1.0,0.8888888888888888,0.4444444444444444,1.0,1.0,0.7777777777777778,0.8888888888888888,1.0,1.0,1.0,0.8888888888888888
ssyk2012,1,4,Administration and customer service clerks,2021,4,30.67148409090909,0.2961272640909091,4.732153990909091,0.4649381827272727,0.1695652031818182,0.70170515,0.24113246000000002,0.4723445390909091,0.049859714136363635,0.5400408254545455,2.093716390909091,1.0,0.8888888888888888,0.4444444444444444,1.0,1.0,0.7777777777777778,0.8888888888888888,1.0,1.0,1.0,0.8888888888888888
ssyk2012,1,4,Administration and customer service clerks,2022,4,33.53060272727273,0.29612736181818183,4.74598480909091,0.48040734500000004,0.19336941863636364,0.7336935409090909,0.28594740090909093,0.9257346672727272,0.050838141772727274,0.5807198127272728,2.8192427818181818,1.0,0.8888888888888888,0.4444444444444444,1.0,1.0,0.7777777777777778,0.8888888888888888,1.0,1.0,1.0,0.8888888888888888
ssyk2012,1,4,Administration and customer service clerks,2023,4,37.75118722727273,0.29612745272727276,4.749614886363637,0.4834843918181818,0.26356259863636367,0.7369297968181818,0.4679516540909091,1.2002265277272726,0.05140739268181818,0.9964614040909091,3.1564045181818186,1.0,0.8888888888888888,0.4444444444444444,1.0,1.0,0.7777777777777778,0.8888888888888888,1.0,1.0,1.0,0.8888888888888888
ssyk2012,1,5,"Service, care and shop sales workers",2010,4,0.2161349175,0.06866399170454546,,0.021060934159090907,,,,,,0.003409784325,,0.3333333333333333,0.2222222222222222,,0.2222222222222222,,,,,,0.5555555555555556,
ssyk2012,1,5,"Service, care and shop sales workers",2011,4,0.3619902095454546,0.13664218886363635,,0.02507603984090909,,,,,,0.0068195686249999995,,0.3333333333333333,0.2222222222222222,,0.2222222222222222,,,,,,0.5555555555555556,
ssyk2012,1,5,"Service, care and shop sales workers",2012,4,0.5437584340909091,0.14770248795454546,,0.06447152431818182,,,,0.00038005298022727275,,0.01767892913409091,0.00038005298022727275,0.3333333333333333,0.2222222222222222,,0.2222222222222222,,,,0.5555555555555556,,0.5555555555555556,0.5555555555555556
ssyk2012,1,5,"Service, care and shop sales workers",2013,4,2.9043742613636363,0.15876278431818183,1.2978756561363636,0.09142575395454546,,,,0.00106218997,,0.028538289727272726,0.00106218997,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.2222222222222222,,,,0.5555555555555556,,0.5555555555555556,0.5555555555555556
ssyk2012,1,5,"Service, care and shop sales workers",2014,4,4.793800118181818,0.1698230815909091,2.0703327045454545,0.11954126486363635,,,0.0022163890568181817,0.009205894475,,0.036408833340909094,0.009205894475,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.2222222222222222,,,0.5555555555555556,0.5555555555555556,,0.5555555555555556,0.5555555555555556
ssyk2012,1,5,"Service, care and shop sales workers",2015,4,8.299751636363636,0.18187472136363636,2.8427897477272728,0.15119368795454546,,0.01969503640909091,0.003724402059090909,0.01666990643409091,0.0024799044227272727,0.19420965159090908,0.06047062809090909,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.2222222222222222,,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
ssyk2012,1,5,"Service, care and shop sales workers",2016,4,12.50922855,0.22579657636363637,3.062186843181818,0.15452691590909093,0.03896176209090909,0.25508686318181817,0.09752886654545455,0.027708489795454542,0.007026575827272727,0.2199527584090909,0.4082472054545454,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.5555555555555556,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
ssyk2012,1,5,"Service, care and shop sales workers",2017,4,12.977643863636365,0.22729838863636365,3.0819909272727273,0.1720772940909091,0.05375518690909091,0.25512303954545457,0.10019412570454546,0.029659559295454548,0.010146772186363636,0.22902059022727272,0.41076264613636365,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.5555555555555556,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
ssyk2012,1,5,"Service, care and shop sales workers",2018,4,15.183136613636362,0.22742426363636364,3.5308684386363636,0.1822716506818182,0.05378282306818182,0.3016661665909091,0.10531721159090908,0.07041429036363636,0.0140486447,0.2519365206818182,0.5846513011363637,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.5555555555555556,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
ssyk2012,1,5,"Service, care and shop sales workers",2019,4,19.786370204545452,0.22749029704545454,4.4405380386363635,0.23949285,0.05803842934090909,0.33646763295454546,0.1418361290909091,0.10092689356818182,0.027175801409090906,0.3002887831818182,0.7147531890909091,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.5555555555555556,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
ssyk2012,1,5,"Service, care and shop sales workers",2020,4,21.859405250000002,0.22752217613636364,4.468445570454545,0.2926962465909091,0.06894566902272727,0.40429294909090907,0.14376978704545454,0.24820554818181817,0.030033461227272726,0.3380873006818182,1.1285676563636364,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.5555555555555556,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
ssyk2012,1,5,"Service, care and shop sales workers",2021,4,23.704669568181817,0.2275951043181818,4.472700895454545,0.3460739613636364,0.1220377930909091,0.5202324852272727,0.1518553508409091,0.2979352990909091,0.03130162425,0.3568786779545455,1.4452028272727273,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.5555555555555556,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
ssyk2012,1,5,"Service, care and shop sales workers",2022,4,25.65108847727273,0.22759517250000003,4.485773379545455,0.3575883309090909,0.13916992636363637,0.5439481381818182,0.18007796636363638,0.5839149297727273,0.03191587522727273,0.38376083045454545,1.91863255,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.5555555555555556,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
